OrderNo,SalesOrderLineKey,OrderQuantity,ItemCost,ItemPrice,OrderDate,DeliveryDueDate,OrderToDelivery,CustomerName,CustomerCity,CustomerState,CustomerCountry,ProductCategory,ProductSubcategory,Product,ProductColor,Model,Order Line Price
SO44248,44248001,1,2171.29,3578.27,25/08/2017,03/09/2017,9,Dustin Luo,North Sydney,New South Wales,Australia,Bikes,Road Bikes,"Road-150 Red, 52",Red,Road-150,3578.27
SO44249,44249001,1,2171.29,3578.27,26/08/2017,28/08/2017,2,Shawn Nara,Kirkby,England,United Kingdom,Bikes,Road Bikes,"Road-150 Red, 52",Red,Road-150,3578.27
SO44250,44250001,1,2171.29,3578.27,26/08/2017,02/09/2017,7,Samuel Hughes,Los Angeles,California,United States,Bikes,Road Bikes,"Road-150 Red, 48",Red,Road-150,3578.27
SO44251,44251001,1,2171.29,3578.27,26/08/2017,04/09/2017,9,Kimberly Cook,Redwood City,California,United States,Bikes,Road Bikes,"Road-150 Red, 44",Red,Road-150,3578.27
SO44252,44252001,1,2171.29,3578.27,27/08/2017,04/09/2017,8,Manuel Perez,London,England,United Kingdom,Bikes,Road Bikes,"Road-150 Red, 48",Red,Road-150,3578.27
SO44253,44253001,1,2171.29,3578.27,27/08/2017,30/08/2017,3,Jesse Turner,Woodland Hills,California,United States,Bikes,Road Bikes,"Road-150 Red, 62",Red,Road-150,3578.27
SO44254,44254001,1,2171.29,3578.27,27/08/2017,01/09/2017,5,Willie Lin,Ballard,Washington,United States,Bikes,Road Bikes,"Road-150 Red, 56",Red,Road-150,3578.27
SO44255,44255001,1,413.15,699.1,27/08/2017,30/08/2017,3,Kimberly Torres,Woodland Hills,California,United States,Bikes,Road Bikes,"Road-650 Black, 48",Black,Road-650,699.1
SO44256,44256001,1,2171.29,3578.27,27/08/2017,30/08/2017,3,Walter Jimenez,Sydney,New South Wales,Australia,Bikes,Road Bikes,"Road-150 Red, 48",Red,Road-150,3578.27
SO44257,44257001,1,2171.29,3578.27,28/08/2017,05/09/2017,8,Shawna Xie,Versailles,Yveline,France,Bikes,Road Bikes,"Road-150 Red, 52",Red,Road-150,3578.27
SO44258,44258001,1,2171.29,3578.27,28/08/2017,04/09/2017,7,Alan Chen,Ingolstadt,Bayern,Germany,Bikes,Road Bikes,"Road-150 Red, 62",Red,Road-150,3578.27
SO44259,44259001,1,2171.29,3578.27,28/08/2017,07/09/2017,10,Aidan Henderson,Burien,Washington,United States,Bikes,Road Bikes,"Road-150 Red, 48",Red,Road-150,3578.27
SO44260,44260001,1,2171.29,3578.27,28/08/2017,05/09/2017,8,Lydia Garcia,Beaverton,Oregon,United States,Bikes,Road Bikes,"Road-150 Red, 48",Red,Road-150,3578.27
SO44261,44261001,1,2171.29,3578.27,28/08/2017,07/09/2017,10,Paige Reed,Port Hammond,British Columbia,Canada,Bikes,Road Bikes,"Road-150 Red, 48",Red,Road-150,3578.27
SO44262,44262001,1,413.15,699.1,28/08/2017,01/09/2017,4,Heidi Arun,Basingstoke Hants,England,United Kingdom,Bikes,Road Bikes,"Road-650 Red, 60",Red,Road-650,699.1
SO44263,44263001,1,2171.29,3578.27,28/08/2017,03/09/2017,6,Tanya Alvarez,Goulburn,New South Wales,Australia,Bikes,Road Bikes,"Road-150 Red, 62",Red,Road-150,3578.27
SO44264,44264001,1,2171.29,3578.27,28/08/2017,04/09/2017,7,Randall Rubio,Cranbourne,Victoria,Australia,Bikes,Road Bikes,"Road-150 Red, 52",Red,Road-150,3578.27
SO44265,44265001,1,413.15,699.1,28/08/2017,30/08/2017,2,Tyrone Navarro,Gold Coast,Queensland,Australia,Bikes,Road Bikes,"Road-650 Red, 58",Red,Road-650,699.1
SO44266,44266001,1,413.15,699.1,28/08/2017,07/09/2017,10,Troy Sanchez,Lane Cove,New South Wales,Australia,Bikes,Road Bikes,"Road-650 Black, 62",Black,Road-650,699.1
SO44267,44267001,1,413.15,699.1,29/08/2017,07/09/2017,9,Lance Gomez,Braunschweig,Nordrhein-Westfalen,Germany,Bikes,Road Bikes,"Road-650 Black, 62",Black,Road-650,699.1
SO44268,44268001,1,2171.29,3578.27,29/08/2017,03/09/2017,5,Danny Alvarez,London,England,United Kingdom,Bikes,Road Bikes,"Road-150 Red, 48",Red,Road-150,3578.27
SO44269,44269001,1,413.15,699.1,30/08/2017,05/09/2017,6,Mackenzie Cook,Redwood City,California,United States,Bikes,Road Bikes,"Road-650 Red, 44",Red,Road-650,699.1
SO44270,44270001,1,2171.29,3578.27,31/08/2017,10/09/2017,10,Mallory Martin,Woolston,England,United Kingdom,Bikes,Road Bikes,"Road-150 Red, 56",Red,Road-150,3578.27
SO44271,44271001,1,2171.29,3578.27,31/08/2017,05/09/2017,5,Lisa Zheng,Newcastle upon Tyne,England,United Kingdom,Bikes,Road Bikes,"Road-150 Red, 56",Red,Road-150,3578.27
SO44272,44272001,1,2171.29,3578.27,31/08/2017,10/09/2017,10,Wendy Ramos,Morangis,Essonne,France,Bikes,Road Bikes,"Road-150 Red, 44",Red,Road-150,3578.27
SO44273,44273001,1,2171.29,3578.27,31/08/2017,09/09/2017,9,Omar Black,Bellflower,California,United States,Bikes,Road Bikes,"Road-150 Red, 44",Red,Road-150,3578.27
SO44274,44274001,1,2171.29,3578.27,31/08/2017,09/09/2017,9,Ian Rivera,San Carlos,California,United States,Bikes,Road Bikes,"Road-150 Red, 56",Red,Road-150,3578.27
SO44275,44275001,1,2171.29,3578.27,31/08/2017,07/09/2017,7,Noah Flores,Hobart,Tasmania,Australia,Bikes,Road Bikes,"Road-150 Red, 44",Red,Road-150,3578.27
SO44276,44276001,1,2171.29,3578.27,31/08/2017,04/09/2017,4,Nichole Goel,North Ryde,New South Wales,Australia,Bikes,Road Bikes,"Road-150 Red, 52",Red,Road-150,3578.27
SO44277,44277001,1,2171.29,3578.27,31/08/2017,04/09/2017,4,Dwayne Torres,Port Macquarie,New South Wales,Australia,Bikes,Road Bikes,"Road-150 Red, 44",Red,Road-150,3578.27
SO44278,44278001,1,2171.29,3578.27,31/08/2017,08/09/2017,8,Alexandra Allen,Warrnambool,Victoria,Australia,Bikes,Road Bikes,"Road-150 Red, 62",Red,Road-150,3578.27
SO44279,44279001,1,2171.29,3578.27,31/08/2017,10/09/2017,10,Paul Shakespear,Caloundra,Queensland,Australia,Bikes,Road Bikes,"Road-150 Red, 52",Red,Road-150,3578.27
SO44320,44320001,1,2171.29,3578.27,01/09/2017,07/09/2017,6,Lacey He,London,England,United Kingdom,Bikes,Road Bikes,"Road-150 Red, 56",Red,Road-150,3578.27
SO44321,44321001,1,2171.29,3578.27,01/09/2017,05/09/2017,4,Eduardo Lewis,W. Linn,Oregon,United States,Bikes,Road Bikes,"Road-150 Red, 44",Red,Road-150,3578.27
SO44322,44322001,1,413.15,699.1,01/09/2017,11/09/2017,10,Candace Sai,Cergy,Val d'Oise,France,Bikes,Road Bikes,"Road-650 Red, 48",Red,Road-650,699.1
SO44323,44323001,1,1912.15,3399.99,01/09/2017,06/09/2017,5,Casey Luo,St. Leonards,New South Wales,Australia,Bikes,Mountain Bikes,"Mountain-100 Silver, 38",Silver,Mountain-100,3399.99
SO44324,44324001,1,2171.29,3578.27,02/09/2017,12/09/2017,10,Clifford Garcia,Les Ulis,Essonne,France,Bikes,Road Bikes,"Road-150 Red, 44",Red,Road-150,3578.27
SO44325,44325001,1,1898.09,3374.99,02/09/2017,10/09/2017,8,Chad Kumar,Port Macquarie,New South Wales,Australia,Bikes,Mountain Bikes,"Mountain-100 Black, 48",Black,Mountain-100,3374.99
SO44326,44326001,1,2171.29,3578.27,02/09/2017,06/09/2017,4,Maria Perry,Coffs Harbour,New South Wales,Australia,Bikes,Road Bikes,"Road-150 Red, 48",Red,Road-150,3578.27
SO44327,44327001,1,2171.29,3578.27,03/09/2017,09/09/2017,6,Wyatt Russell,San Diego,California,United States,Bikes,Road Bikes,"Road-150 Red, 56",Red,Road-150,3578.27
SO44328,44328001,1,2171.29,3578.27,03/09/2017,07/09/2017,4,Karen Li,Warrnambool,Victoria,Australia,Bikes,Road Bikes,"Road-150 Red, 62",Red,Road-150,3578.27
SO44329,44329001,1,2171.29,3578.27,03/09/2017,12/09/2017,9,Gina Torres,Sunbury,Victoria,Australia,Bikes,Road Bikes,"Road-150 Red, 44",Red,Road-150,3578.27
SO44330,44330001,1,2171.29,3578.27,03/09/2017,11/09/2017,8,Alyssa Jones,San Francisco,California,United States,Bikes,Road Bikes,"Road-150 Red, 48",Red,Road-150,3578.27
SO44331,44331001,1,2171.29,3578.27,04/09/2017,12/09/2017,8,Zachary Martin,Yakima,Washington,United States,Bikes,Road Bikes,"Road-150 Red, 44",Red,Road-150,3578.27
SO44332,44332001,1,2171.29,3578.27,04/09/2017,10/09/2017,6,Jason Butler,Sunbury,Victoria,Australia,Bikes,Road Bikes,"Road-150 Red, 62",Red,Road-150,3578.27
SO44333,44333001,1,1912.15,3399.99,05/09/2017,12/09/2017,7,Arthur Carlson,Oxon,England,United Kingdom,Bikes,Mountain Bikes,"Mountain-100 Silver, 42",Silver,Mountain-100,3399.99
SO44334,44334001,1,2171.29,3578.27,05/09/2017,14/09/2017,9,Madeline Mitchell,Redwood City,California,United States,Bikes,Road Bikes,"Road-150 Red, 44",Red,Road-150,3578.27
SO44335,44335001,1,413.15,699.1,05/09/2017,08/09/2017,3,Kristina Mehta,Reading,England,United Kingdom,Bikes,Road Bikes,"Road-650 Red, 62",Red,Road-650,699.1
SO44336,44336001,1,1912.15,3399.99,05/09/2017,09/09/2017,4,Jesse Richardson,Oregon City,Oregon,United States,Bikes,Mountain Bikes,"Mountain-100 Silver, 42",Silver,Mountain-100,3399.99
SO44337,44337001,1,1898.09,3374.99,05/09/2017,09/09/2017,4,Edwin Nara,Warrnambool,Victoria,Australia,Bikes,Mountain Bikes,"Mountain-100 Black, 48",Black,Mountain-100,3374.99
SO44338,44338001,1,2171.29,3578.27,05/09/2017,14/09/2017,9,Jeffery Wang,Warrnambool,Victoria,Australia,Bikes,Road Bikes,"Road-150 Red, 56",Red,Road-150,3578.27
SO44339,44339001,1,2171.29,3578.27,05/09/2017,13/09/2017,8,Nancy Mehta,Silverwater,New South Wales,Australia,Bikes,Road Bikes,"Road-150 Red, 44",Red,Road-150,3578.27
SO44340,44340001,1,2171.29,3578.27,05/09/2017,09/09/2017,4,Ivan Garcia,Sunbury,Victoria,Australia,Bikes,Road Bikes,"Road-150 Red, 56",Red,Road-150,3578.27
SO44341,44341001,1,1898.09,3374.99,06/09/2017,11/09/2017,5,Nathan Hayes,Mill Valley,California,United States,Bikes,Mountain Bikes,"Mountain-100 Black, 38",Black,Mountain-100,3374.99
SO44342,44342001,1,413.15,699.1,06/09/2017,14/09/2017,8,Lauren Jenkins,Everett,Washington,United States,Bikes,Road Bikes,"Road-650 Red, 58",Red,Road-650,699.1
SO44343,44343001,1,2171.29,3578.27,06/09/2017,08/09/2017,2,Bradley Yuan,North Ryde,New South Wales,Australia,Bikes,Road Bikes,"Road-150 Red, 56",Red,Road-150,3578.27
SO44344,44344001,1,2171.29,3578.27,07/09/2017,17/09/2017,10,Emmanuel Patel,London,England,United Kingdom,Bikes,Road Bikes,"Road-150 Red, 62",Red,Road-150,3578.27
SO44345,44345001,1,2171.29,3578.27,07/09/2017,12/09/2017,5,Morgan Henderson,Santa Monica,California,United States,Bikes,Road Bikes,"Road-150 Red, 52",Red,Road-150,3578.27
SO44346,44346001,1,413.15,699.1,07/09/2017,11/09/2017,4,Kaylee Kelly,West Covina,California,United States,Bikes,Road Bikes,"Road-650 Black, 62",Black,Road-650,699.1
SO44347,44347001,1,2171.29,3578.27,07/09/2017,12/09/2017,5,Pedro Rodriguez,Coffs Harbour,New South Wales,Australia,Bikes,Road Bikes,"Road-150 Red, 48",Red,Road-150,3578.27
SO44348,44348001,1,2171.29,3578.27,08/09/2017,14/09/2017,6,Jay Malhotra,Bracknell,England,United Kingdom,Bikes,Road Bikes,"Road-150 Red, 52",Red,Road-150,3578.27
SO44349,44349001,1,2171.29,3578.27,08/09/2017,13/09/2017,5,Marcus Cook,Lemon Grove,California,United States,Bikes,Road Bikes,"Road-150 Red, 44",Red,Road-150,3578.27
SO44350,44350001,1,2171.29,3578.27,08/09/2017,11/09/2017,3,Samantha Davis,Torrance,California,United States,Bikes,Road Bikes,"Road-150 Red, 48",Red,Road-150,3578.27
SO44351,44351001,1,2171.29,3578.27,08/09/2017,14/09/2017,6,Sean Gonzalez,Beverly Hills,California,United States,Bikes,Road Bikes,"Road-150 Red, 56",Red,Road-150,3578.27
SO44352,44352001,1,2171.29,3578.27,08/09/2017,14/09/2017,6,Gabrielle Edwards,Milwaukie,Oregon,United States,Bikes,Road Bikes,"Road-150 Red, 44",Red,Road-150,3578.27
SO44353,44353001,1,413.15,699.1,08/09/2017,14/09/2017,6,Charles Harris,Lemon Grove,California,United States,Bikes,Road Bikes,"Road-650 Red, 44",Red,Road-650,699.1
SO44354,44354001,1,413.15,699.1,08/09/2017,12/09/2017,4,Sara Ward,Redwood City,California,United States,Bikes,Road Bikes,"Road-650 Black, 62",Black,Road-650,699.1
SO44355,44355001,1,1912.15,3399.99,08/09/2017,14/09/2017,6,Aimee He,Wollongong,New South Wales,Australia,Bikes,Mountain Bikes,"Mountain-100 Silver, 48",Silver,Mountain-100,3399.99
SO44356,44356001,1,1912.15,3399.99,08/09/2017,12/09/2017,4,Adam Ross,Port Macquarie,New South Wales,Australia,Bikes,Mountain Bikes,"Mountain-100 Silver, 42",Silver,Mountain-100,3399.99
SO44357,44357001,1,2171.29,3578.27,08/09/2017,18/09/2017,10,Tabitha Subram,North Sydney,New South Wales,Australia,Bikes,Road Bikes,"Road-150 Red, 62",Red,Road-150,3578.27
SO44358,44358001,1,2171.29,3578.27,08/09/2017,15/09/2017,7,Allen Rodriguez,Newcastle,New South Wales,Australia,Bikes,Road Bikes,"Road-150 Red, 62",Red,Road-150,3578.27
SO44359,44359001,1,2171.29,3578.27,09/09/2017,14/09/2017,5,Claudia Sun,Gateshead,England,United Kingdom,Bikes,Road Bikes,"Road-150 Red, 44",Red,Road-150,3578.27
SO44360,44360001,1,2171.29,3578.27,09/09/2017,15/09/2017,6,Craig Moreno,York,England,United Kingdom,Bikes,Road Bikes,"Road-150 Red, 44",Red,Road-150,3578.27
SO44361,44361001,1,2171.29,3578.27,09/09/2017,11/09/2017,2,Peter Jai,Dresden,Hessen,Germany,Bikes,Road Bikes,"Road-150 Red, 62",Red,Road-150,3578.27
SO44362,44362001,1,2171.29,3578.27,09/09/2017,11/09/2017,2,Samuel Mitchell,Santa Monica,California,United States,Bikes,Road Bikes,"Road-150 Red, 62",Red,Road-150,3578.27
SO44363,44363001,1,2171.29,3578.27,09/09/2017,12/09/2017,3,Savannah King,Oregon City,Oregon,United States,Bikes,Road Bikes,"Road-150 Red, 48",Red,Road-150,3578.27
SO44364,44364001,1,1898.09,3374.99,09/09/2017,19/09/2017,10,Cheryl Diaz,East Brisbane,Queensland,Australia,Bikes,Mountain Bikes,"Mountain-100 Black, 38",Black,Mountain-100,3374.99
SO44365,44365001,1,2171.29,3578.27,09/09/2017,19/09/2017,10,Louis Zhou,Lane Cove,New South Wales,Australia,Bikes,Road Bikes,"Road-150 Red, 52",Red,Road-150,3578.27
SO44366,44366001,1,2171.29,3578.27,09/09/2017,19/09/2017,10,Wayne Kumar,Brisbane,Queensland,Australia,Bikes,Road Bikes,"Road-150 Red, 52",Red,Road-150,3578.27
SO44367,44367001,1,413.15,699.1,09/09/2017,13/09/2017,4,Bonnie Sharma,Malabar,New South Wales,Australia,Bikes,Road Bikes,"Road-650 Red, 48",Red,Road-650,699.1
SO44368,44368001,1,2171.29,3578.27,10/09/2017,17/09/2017,7,Billy Munoz,Leeds,England,United Kingdom,Bikes,Road Bikes,"Road-150 Red, 56",Red,Road-150,3578.27
SO44369,44369001,1,2171.29,3578.27,10/09/2017,16/09/2017,6,Tyrone Dominguez,Bellflower,California,United States,Bikes,Road Bikes,"Road-150 Red, 62",Red,Road-150,3578.27
SO44370,44370001,1,2171.29,3578.27,10/09/2017,12/09/2017,2,Louis Yuan,Lavender Bay,New South Wales,Australia,Bikes,Road Bikes,"Road-150 Red, 52",Red,Road-150,3578.27
SO44371,44371001,1,2171.29,3578.27,10/09/2017,15/09/2017,5,Cedric Zhou,Perth,South Australia,Australia,Bikes,Road Bikes,"Road-150 Red, 44",Red,Road-150,3578.27
SO44372,44372001,1,2171.29,3578.27,10/09/2017,17/09/2017,7,Kristine Vazquez,Melton,Victoria,Australia,Bikes,Road Bikes,"Road-150 Red, 62",Red,Road-150,3578.27
SO44373,44373001,1,2171.29,3578.27,11/09/2017,20/09/2017,9,Linda Jimenez,München,Hamburg,Germany,Bikes,Road Bikes,"Road-150 Red, 62",Red,Road-150,3578.27
SO44374,44374001,1,2171.29,3578.27,11/09/2017,18/09/2017,7,Willie Xu,London,England,United Kingdom,Bikes,Road Bikes,"Road-150 Red, 62",Red,Road-150,3578.27
SO44375,44375001,1,2171.29,3578.27,11/09/2017,15/09/2017,4,Robyn Carlson,Milton Keynes,England,United Kingdom,Bikes,Road Bikes,"Road-150 Red, 62",Red,Road-150,3578.27
SO44376,44376001,1,1898.09,3374.99,11/09/2017,14/09/2017,3,Janet Gomez,Leipzig,Nordrhein-Westfalen,Germany,Bikes,Mountain Bikes,"Mountain-100 Black, 42",Black,Mountain-100,3374.99
SO44377,44377001,1,2171.29,3578.27,11/09/2017,14/09/2017,3,Jack Nelson,Bellflower,California,United States,Bikes,Road Bikes,"Road-150 Red, 62",Red,Road-150,3578.27
SO44378,44378001,1,1898.09,3374.99,11/09/2017,17/09/2017,6,Marshall Rai,Bellingham,Washington,United States,Bikes,Mountain Bikes,"Mountain-100 Black, 42",Black,Mountain-100,3374.99
SO44379,44379001,1,1898.09,3374.99,11/09/2017,13/09/2017,2,Damien Chander,Perth,South Australia,Australia,Bikes,Mountain Bikes,"Mountain-100 Black, 48",Black,Mountain-100,3374.99
SO44380,44380001,1,2171.29,3578.27,11/09/2017,15/09/2017,4,Aimee Li,Darlinghurst,New South Wales,Australia,Bikes,Road Bikes,"Road-150 Red, 62",Red,Road-150,3578.27
SO44381,44381001,1,2171.29,3578.27,12/09/2017,18/09/2017,6,Derrick Martin,Reading,England,United Kingdom,Bikes,Road Bikes,"Road-150 Red, 52",Red,Road-150,3578.27
SO44382,44382001,1,1912.15,3399.99,12/09/2017,18/09/2017,6,Randy Zeng,Cheltenham,England,United Kingdom,Bikes,Mountain Bikes,"Mountain-100 Silver, 48",Silver,Mountain-100,3399.99
SO44383,44383001,1,2171.29,3578.27,12/09/2017,14/09/2017,2,Jordan Campbell,Concord,California,United States,Bikes,Road Bikes,"Road-150 Red, 62",Red,Road-150,3578.27
SO44384,44384001,1,2171.29,3578.27,12/09/2017,17/09/2017,5,Thomas Butler,Berkeley,California,United States,Bikes,Road Bikes,"Road-150 Red, 44",Red,Road-150,3578.27
SO44385,44385001,1,2171.29,3578.27,12/09/2017,15/09/2017,3,Maria Edwards,Lemon Grove,California,United States,Bikes,Road Bikes,"Road-150 Red, 56",Red,Road-150,3578.27
SO44386,44386001,1,2171.29,3578.27,12/09/2017,20/09/2017,8,Xavier Harris,Mill Valley,California,United States,Bikes,Road Bikes,"Road-150 Red, 48",Red,Road-150,3578.27
SO44387,44387001,1,1898.09,3374.99,12/09/2017,18/09/2017,6,Andrés Anand,North Sydney,New South Wales,Australia,Bikes,Mountain Bikes,"Mountain-100 Black, 48",Black,Mountain-100,3374.99
SO44388,44388001,1,2171.29,3578.27,12/09/2017,18/09/2017,6,Shawna Lal,Sunbury,Victoria,Australia,Bikes,Road Bikes,"Road-150 Red, 62",Red,Road-150,3578.27
SO44389,44389001,1,2171.29,3578.27,12/09/2017,15/09/2017,3,Bradley Raji,Darlinghurst,New South Wales,Australia,Bikes,Road Bikes,"Road-150 Red, 52",Red,Road-150,3578.27
SO44390,44390001,1,2171.29,3578.27,12/09/2017,20/09/2017,8,Bruce Navarro,South Melbourne,Victoria,Australia,Bikes,Road Bikes,"Road-150 Red, 56",Red,Road-150,3578.27
SO44391,44391001,1,2171.29,3578.27,12/09/2017,18/09/2017,6,Bridget Tang,Geelong,Victoria,Australia,Bikes,Road Bikes,"Road-150 Red, 52",Red,Road-150,3578.27
SO44392,44392001,1,2171.29,3578.27,12/09/2017,18/09/2017,6,Dustin Nara,Milsons Point,New South Wales,Australia,Bikes,Road Bikes,"Road-150 Red, 56",Red,Road-150,3578.27
SO44393,44393001,1,1912.15,3399.99,13/09/2017,20/09/2017,7,Bruce Suri,Kiel,Saarland,Germany,Bikes,Mountain Bikes,"Mountain-100 Silver, 42",Silver,Mountain-100,3399.99
SO44394,44394001,1,2171.29,3578.27,13/09/2017,18/09/2017,5,Alexa Gray,Corvallis,Oregon,United States,Bikes,Road Bikes,"Road-150 Red, 52",Red,Road-150,3578.27
SO44395,44395001,1,2171.29,3578.27,13/09/2017,16/09/2017,3,Sean Edwards,Walla Walla,Washington,United States,Bikes,Road Bikes,"Road-150 Red, 56",Red,Road-150,3578.27
SO44396,44396001,1,1912.15,3399.99,13/09/2017,22/09/2017,9,Lucas Harris,Long Beach,California,United States,Bikes,Mountain Bikes,"Mountain-100 Silver, 42",Silver,Mountain-100,3399.99
SO44397,44397001,1,413.15,699.1,13/09/2017,18/09/2017,5,Amber Hill,Grossmont,California,United States,Bikes,Road Bikes,"Road-650 Red, 52",Red,Road-650,699.1
SO44398,44398001,1,2171.29,3578.27,13/09/2017,17/09/2017,4,Alberto Gill,Malabar,New South Wales,Australia,Bikes,Road Bikes,"Road-150 Red, 48",Red,Road-150,3578.27
SO44399,44399001,1,2171.29,3578.27,14/09/2017,22/09/2017,8,Eduardo Clark,Puyallup,Washington,United States,Bikes,Road Bikes,"Road-150 Red, 44",Red,Road-150,3578.27
SO44400,44400001,1,2171.29,3578.27,14/09/2017,23/09/2017,9,Emma Griffin,Torrance,California,United States,Bikes,Road Bikes,"Road-150 Red, 48",Red,Road-150,3578.27
SO44401,44401001,1,2171.29,3578.27,14/09/2017,16/09/2017,2,Lacey Li,Brisbane,Queensland,Australia,Bikes,Road Bikes,"Road-150 Red, 48",Red,Road-150,3578.27
SO44402,44402001,1,2171.29,3578.27,15/09/2017,22/09/2017,7,Teresa Ruiz,Grevenbroich,Bayern,Germany,Bikes,Road Bikes,"Road-150 Red, 56",Red,Road-150,3578.27
SO44403,44403001,1,1898.09,3374.99,15/09/2017,23/09/2017,8,Emma Murphy,Oak Bay,British Columbia,Canada,Bikes,Mountain Bikes,"Mountain-100 Black, 44",Black,Mountain-100,3374.99
SO44404,44404001,1,2171.29,3578.27,16/09/2017,21/09/2017,5,Isabella Rodriguez,San Gabriel,California,United States,Bikes,Road Bikes,"Road-150 Red, 56",Red,Road-150,3578.27
SO44405,44405001,1,2171.29,3578.27,16/09/2017,18/09/2017,2,Spencer Henderson,Newport Beach,California,United States,Bikes,Road Bikes,"Road-150 Red, 62",Red,Road-150,3578.27
SO44406,44406001,1,2171.29,3578.27,16/09/2017,19/09/2017,3,Jonathan Shan,Grossmont,California,United States,Bikes,Road Bikes,"Road-150 Red, 52",Red,Road-150,3578.27
SO44407,44407001,1,1898.09,3374.99,16/09/2017,25/09/2017,9,Leah Ye,Melton,Victoria,Australia,Bikes,Mountain Bikes,"Mountain-100 Black, 48",Black,Mountain-100,3374.99
SO44408,44408001,1,1898.09,3374.99,16/09/2017,19/09/2017,3,Cassie Chande,Darlinghurst,New South Wales,Australia,Bikes,Mountain Bikes,"Mountain-100 Black, 48",Black,Mountain-100,3374.99
SO44409,44409001,1,413.15,699.1,16/09/2017,26/09/2017,10,Natasha Serrano,Springwood,New South Wales,Australia,Bikes,Road Bikes,"Road-650 Red, 58",Red,Road-650,699.1
SO44410,44410001,1,2171.29,3578.27,17/09/2017,24/09/2017,7,Jessica Davis,Downey,California,United States,Bikes,Road Bikes,"Road-150 Red, 62",Red,Road-150,3578.27
SO44411,44411001,1,2171.29,3578.27,17/09/2017,25/09/2017,8,Rolando Smith,Berkeley,California,United States,Bikes,Road Bikes,"Road-150 Red, 48",Red,Road-150,3578.27
SO44412,44412001,1,1898.09,3374.99,17/09/2017,21/09/2017,4,Latasha Navarro,Cloverdale,South Australia,Australia,Bikes,Mountain Bikes,"Mountain-100 Black, 42",Black,Mountain-100,3374.99
SO44413,44413001,1,2171.29,3578.27,18/09/2017,27/09/2017,9,Drew Sharma,Frankfurt,Bayern,Germany,Bikes,Road Bikes,"Road-150 Red, 62",Red,Road-150,3578.27
SO44414,44414001,1,2171.29,3578.27,18/09/2017,22/09/2017,4,Lucas Butler,Santa Cruz,California,United States,Bikes,Road Bikes,"Road-150 Red, 44",Red,Road-150,3578.27
SO44415,44415001,1,2171.29,3578.27,18/09/2017,27/09/2017,9,Carlos James,Woodland Hills,California,United States,Bikes,Road Bikes,"Road-150 Red, 48",Red,Road-150,3578.27
SO44416,44416001,1,1912.15,3399.99,18/09/2017,27/09/2017,9,Carolyn Navarro,Gold Coast,Queensland,Australia,Bikes,Mountain Bikes,"Mountain-100 Silver, 42",Silver,Mountain-100,3399.99
